dyad.complete	dyad.id	single.id	child.adult	sex	box	rando.order	irrelevant.action	trial	action	aoi	stimulus.name	aoi.time	time.demo	time.fixations.screen	behavior
1	20	20.child	child	male	2	A	PI	2	SM	tool	2	0	390	126	1
1	20	20.child	child	male	2	A	PI	2	SM	box+barrier	2	42	390	126	1
1	20	20.child	child	male	2	A	PI	2	SM	hands+tool	2	56	390	126	1
1	20	20.child	child	male	2	A	PI	2	SM	hand+barrier+tool	2	56	390	126	1
1	20	20.child	child	male	2	A	PI	2	SM	hand+box+barrier+tool	2	98	390	126	1
1	20	20.child	child	male	2	A	PI	3	PI	face	2	120	752	300	1
1	20	20.child	child	male	2	A	PI	3	PI	hands	2	28	752	300	1
1	20	20.child	child	male	2	A	PI	3	PI	marble	2	0	752	300	1
1	20	20.child	child	male	2	A	PI	3	PI	box	2	67	752	300	1
1	20	20.child	child	male	2	A	PI	3	PI	tool	2	0	752	300	1
1	20	20.child	child	male	2	A	PI	3	PI	box+barrier	2	67	752	300	1
1	20	20.child	child	male	2	A	PI	3	PI	hands+tool	2	28	752	300	1
1	20	20.child	child	male	2	A	PI	3	PI	hand+barrier+tool	2	28	752	300	1
1	20	20.child	child	male	2	A	PI	3	PI	hand+box+barrier+tool	2	67	752	300	1
1	20	20.child	child	male	2	A	PI	3	R	face	2	0	752	251	1
1	20	20.child	child	male	2	A	PI	3	R	hands	2	21	752	251	1
1	20	20.child	child	male	2	A	PI	3	R	marble	2	24	752	251	1
1	20	20.child	child	male	2	A	PI	3	R	box	2	167	752	251	1
1	20	20.child	child	male	2	A	PI	3	R	tool	2	0	752	251	1
1	20	20.child	child	male	2	A	PI	3	R	box+barrier	2	167	752	251	1
1	20	20.child	child	male	2	A	PI	3	R	hands+tool	2	21	752	251	1
1	20	20.child	child	male	2	A	PI	3	R	hand+barrier+tool	2	21	752	251	1
1	20	20.child	child	male	2	A	PI	3	R	hand+box+barrier+tool	2	167	752	251	1
1	20	20.child	child	male	2	A	PI	3	SM	face	2	15	389	106	1
1	20	20.child	child	male	2	A	PI	3	SM	hands	2	55	389	106	1
1	20	20.child	child	male	2	A	PI	3	SM	marble	2	55	389	106	1
1	20	20.child	child	male	2	A	PI	3	SM	box	2	7	389	106	1
1	20	20.child	child	male	2	A	PI	3	SM	tool	2	0	389	106	1
1	20	20.child	child	male	2	A	PI	3	SM	box+barrier	2	7	389	106	1
1	20	20.child	child	male	2	A	PI	3	SM	hands+tool	2	55	389	106	1
1	20	20.child	child	male	2	A	PI	3	SM	hand+barrier+tool	2	55	389	106	1
1	20	20.child	child	male	2	A	PI	3	SM	hand+box+barrier+tool	2	62	389	106	1
1	20	20.child	child	male	3	A	PI	0	Intro	face	3	91	750	188	1
1	20	20.child	child	male	3	A	PI	0	Intro	hands	3	40	750	188	1
1	20	20.child	child	male	3	A	PI	0	Intro	marble	3	0	750	188	1
1	20	20.child	child	male	3	A	PI	0	Intro	box	3	40	750	188	1
1	20	20.child	child	male	3	A	PI	0	Intro	tool	3	49	750	188	1
1	20	20.child	child	male	3	A	PI	0	Intro	box+barrier	3	40	750	188	1
1	20	20.child	child	male	3	A	PI	0	Intro	hands+tool	3	49	750	188	1
1	20	20.child	child	male	3	A	PI	0	Intro	hand+barrier+tool	3	49	750	188	1
1	20	20.child	child	male	3	A	PI	0	Intro	hand+box+barrier+tool	3	89	750	188	1
1	20	20.child	child	male	3	A	PI	1	PI	face	3	0	748	364	1
1	20	20.child	child	male	3	A	PI	1	PI	hands	3	273	748	364	1
1	20	20.child	child	male	3	A	PI	1	PI	marble	3	35	748	364	1
1	20	20.child	child	male	3	A	PI	1	PI	box	3	363	748	364	1
1	20	20.child	child	male	3	A	PI	1	PI	tool	3	0	748	364	1
1	20	20.child	child	male	3	A	PI	1	PI	box+barrier	3	363	748	364	1
1	20	20.child	child	male	3	A	PI	1	PI	hands+tool	3	273	748	364	1
1	20	20.child	child	male	3	A	PI	1	PI	hand+barrier+tool	3	273	748	364	1
1	20	20.child	child	male	3	A	PI	1	PI	hand+box+barrier+tool	3	363	748	364	1
1	20	20.child	child	male	3	A	PI	1	R	face	3	0	749	372	1
1	20	20.child	child	male	3	A	PI	1	R	hands	3	101	749	372	1
1	20	20.child	child	male	3	A	PI	1	R	marble	3	84	749	372	1
1	20	20.child	child	male	3	A	PI	1	R	box	3	371	749	372	1
1	20	20.child	child	male	3	A	PI	1	R	tool	3	109	749	372	1
1	20	20.child	child	male	3	A	PI	1	R	box+barrier	3	371	749	372	1
1	20	20.child	child	male	3	A	PI	1	R	hands+tool	3	210	749	372	1
1	20	20.child	child	male	3	A	PI	1	R	hand+barrier+tool	3	210	749	372	1
1	20	20.child	child	male	3	A	PI	1	R	hand+box+barrier+tool	3	371	749	372	1
1	20	20.child	child	male	3	A	PI	1	SM	face	3	0	407	185	1
1	20	20.child	child	male	3	A	PI	1	SM	hands	3	116	407	185	1
1	20	20.child	child	male	3	A	PI	1	SM	marble	3	50	407	185	1
1	20	20.child	child	male	3	A	PI	1	SM	box	3	34	407	185	1
1	20	20.child	child	male	3	A	PI	1	SM	tool	3	101	407	185	1
1	20	20.child	child	male	3	A	PI	1	SM	box+barrier	3	34	407	185	1
1	20	20.child	child	male	3	A	PI	1	SM	hands+tool	3	151	407	185	1
1	20	20.child	child	male	3	A	PI	1	SM	hand+barrier+tool	3	151	407	185	1
1	20	20.child	child	male	3	A	PI	1	SM	hand+box+barrier+tool	3	185	407	185	1
1	20	20.child	child	male	3	A	PI	2	PI	face	3	24	752	197	1
1	20	20.child	child	male	3	A	PI	2	PI	hands	3	139	752	197	1
1	20	20.child	child	male	3	A	PI	2	PI	marble	3	17	752	197	1
1	20	20.child	child	male	3	A	PI	2	PI	box	3	173	752	197	1
1	20	20.child	child	male	3	A	PI	2	PI	tool	3	0	752	197	1
1	20	20.child	child	male	3	A	PI	2	PI	box+barrier	3	173	752	197	1
1	20	20.child	child	male	3	A	PI	2	PI	hands+tool	3	139	752	197	1
1	20	20.child	child	male	3	A	PI	2	PI	hand+barrier+tool	3	139	752	197	1
1	20	20.child	child	male	3	A	PI	2	PI	hand+box+barrier+tool	3	173	752	197	1
1	20	20.child	child	male	3	A	PI	2	R	face	3	0	750	201	1
1	20	20.child	child	male	3	A	PI	2	R	hands	3	55	750	201	1
1	20	20.child	child	male	3	A	PI	2	R	marble	3	18	750	201	1
1	20	20.child	child	male	3	A	PI	2	R	box	3	201	750	201	1
1	20	20.child	child	male	3	A	PI	2	R	tool	3	53	750	201	1
1	20	20.child	child	male	3	A	PI	2	R	box+barrier	3	201	750	201	1
1	20	20.child	child	male	3	A	PI	2	R	hands+tool	3	108	750	201	1
1	20	20.child	child	male	3	A	PI	2	R	hand+barrier+tool	3	108	750	201	1
1	20	20.child	child	male	3	A	PI	2	R	hand+box+barrier+tool	3	201	750	201	1
1	20	20.child	child	male	3	A	PI	2	SM	face	3	80	408	185	1
1	20	20.child	child	male	3	A	PI	2	SM	hands	3	96	408	185	1
1	20	20.child	child	male	3	A	PI	2	SM	marble	3	96	408	185	1
1	20	20.child	child	male	3	A	PI	2	SM	box	3	6	408	185	1
1	20	20.child	child	male	3	A	PI	2	SM	tool	3	0	408	185	1
1	20	20.child	child	male	3	A	PI	2	SM	box+barrier	3	6	408	185	1
1	20	20.child	child	male	3	A	PI	2	SM	hands+tool	3	96	408	185	1
1	20	20.child	child	male	3	A	PI	2	SM	hand+barrier+tool	3	96	408	185	1
1	20	20.child	child	male	3	A	PI	2	SM	hand+box+barrier+tool	3	102	408	185	1
1	20	20.child	child	male	3	A	PI	3	PI	face	3	0	750	184	1
1	20	20.child	child	male	3	A	PI	3	PI	hands	3	152	750	184	1
1	20	20.child	child	male	3	A	PI	3	PI	marble	3	0	750	184	1
1	20	20.child	child	male	3	A	PI	3	PI	box	3	143	750	184	1
1	20	20.child	child	male	3	A	PI	3	PI	tool	3	29	750	184	1
1	20	20.child	child	male	3	A	PI	3	PI	box+barrier	3	143	750	184	1
1	20	20.child	child	male	3	A	PI	3	PI	hands+tool	3	152	750	184	1
1	20	20.child	child	male	3	A	PI	3	PI	hand+barrier+tool	3	152	750	184	1
1	20	20.child	child	male	3	A	PI	3	PI	hand+box+barrier+tool	3	172	750	184	1
1	20	20.child	child	male	3	A	PI	3	R	face	3	0	750	212	1
1	20	20.child	child	male	3	A	PI	3	R	hands	3	42	750	212	1
1	20	20.child	child	male	3	A	PI	3	R	marble	3	33	750	212	1
1	20	20.child	child	male	3	A	PI	3	R	box	3	201	750	212	1
1	20	20.child	child	male	3	A	PI	3	R	tool	3	40	750	212	1
1	20	20.child	child	male	3	A	PI	3	R	box+barrier	3	201	750	212	1
1	20	20.child	child	male	3	A	PI	3	R	hands+tool	3	82	750	212	1
1	20	20.child	child	male	3	A	PI	3	R	hand+barrier+tool	3	82	750	212	1
1	20	20.child	child	male	3	A	PI	3	R	hand+box+barrier+tool	3	201	750	212	1
1	20	20.child	child	male	3	A	PI	3	SM	face	3	117	409	165	1
1	20	20.child	child	male	3	A	PI	3	SM	hands	3	34	409	165	1
1	20	20.child	child	male	3	A	PI	3	SM	marble	3	28	409	165	1
1	20	20.child	child	male	3	A	PI	3	SM	box	3	0	409	165	1
1	20	20.child	child	male	3	A	PI	3	SM	tool	3	0	409	165	1
1	20	20.child	child	male	3	A	PI	3	SM	box+barrier	3	0	409	165	1
1	20	20.child	child	male	3	A	PI	3	SM	hands+tool	3	34	409	165	1
1	20	20.child	child	male	3	A	PI	3	SM	hand+barrier+tool	3	34	409	165	1
1	20	20.child	child	male	3	A	PI	3	SM	hand+box+barrier+tool	3	34	409	165	1
1	20	20.child	child	male	4	A	NC	0	Intro	face	4	25	753	81	0
1	20	20.child	child	male	4	A	NC	0	Intro	hands	4	0	753	81	0
1	20	20.child	child	male	4	A	NC	0	Intro	marble	4	23	753	81	0
1	20	20.child	child	male	4	A	NC	0	Intro	box	4	38	753	81	0
1	20	20.child	child	male	4	A	NC	0	Intro	tool	4	0	753	81	0
1	20	20.child	child	male	4	A	NC	0	Intro	box+barrier	4	38	753	81	0
1	20	20.child	child	male	4	A	NC	0	Intro	hands+tool	4	0	753	81	0
1	20	20.child	child	male	4	A	NC	0	Intro	hand+barrier+tool	4	0	753	81	0
1	20	20.child	child	male	4	A	NC	0	Intro	hand+box+barrier+tool	4	38	753	81	0
1	20	20.child	child	male	4	A	NC	1	NC	face	4	0	750	181	0
1	20	20.child	child	male	4	A	NC	1	NC	hands	4	100	750	181	0
1	20	20.child	child	male	4	A	NC	1	NC	marble	4	0	750	181	0
1	20	20.child	child	male	4	A	NC	1	NC	box	4	10	750	181	0
1	20	20.child	child	male	4	A	NC	1	NC	tool	4	57	750	181	0
1	20	20.child	child	male	4	A	NC	1	NC	box+barrier	4	10	750	181	0
1	20	20.child	child	male	4	A	NC	1	NC	hands+tool	4	135	750	181	0
1	20	20.child	child	male	4	A	NC	1	NC	hand+barrier+tool	4	135	750	181	0
1	20	20.child	child	male	4	A	NC	1	NC	hand+box+barrier+tool	4	145	750	181	0
1	20	20.child	child	male	4	A	NC	1	R	face	4	0	752	162	0
1	20	20.child	child	male	4	A	NC	1	R	hands	4	69	752	162	0
1	20	20.child	child	male	4	A	NC	1	R	marble	4	31	752	162	0
1	20	20.child	child	male	4	A	NC	1	R	box	4	47	752	162	0
1	20	20.child	child	male	4	A	NC	1	R	tool	4	146	752	162	0
1	20	20.child	child	male	4	A	NC	1	R	box+barrier	4	47	752	162	0
1	20	20.child	child	male	4	A	NC	1	R	hands+tool	4	156	752	162	0
1	20	20.child	child	male	4	A	NC	1	R	hand+barrier+tool	4	156	752	162	0
1	20	20.child	child	male	4	A	NC	1	R	hand+box+barrier+tool	4	156	752	162	0
1	20	20.child	child	male	4	A	NC	1	SM	face	4	7	482	72	0
1	20	20.child	child	male	4	A	NC	1	SM	hands	4	13	482	72	0
1	20	20.child	child	male	4	A	NC	1	SM	marble	4	0	482	72	0
1	20	20.child	child	male	4	A	NC	1	SM	box	4	14	482	72	0
1	20	20.child	child	male	4	A	NC	1	SM	tool	4	26	482	72	0
1	20	20.child	child	male	4	A	NC	1	SM	box+barrier	4	14	482	72	0
1	20	20.child	child	male	4	A	NC	1	SM	hands+tool	4	26	482	72	0
1	20	20.child	child	male	4	A	NC	1	SM	hand+barrier+tool	4	26	482	72	0
1	20	20.child	child	male	4	A	NC	1	SM	hand+box+barrier+tool	4	40	482	72	0
1	20	20.child	child	male	4	A	NC	2	NC	face	4	23	748	221	0
1	20	20.child	child	male	4	A	NC	2	NC	hands	4	67	748	221	0
1	20	20.child	child	male	4	A	NC	2	NC	marble	4	29	748	221	0
1	20	20.child	child	male	4	A	NC	2	NC	box	4	91	748	221	0
1	20	20.child	child	male	4	A	NC	2	NC	tool	4	0	748	221	0
1	20	20.child	child	male	4	A	NC	2	NC	box+barrier	4	91	748	221	0
1	20	20.child	child	male	4	A	NC	2	NC	hands+tool	4	67	748	221	0
1	20	20.child	child	male	4	A	NC	2	NC	hand+barrier+tool	4	67	748	221	0
1	20	20.child	child	male	4	A	NC	2	NC	hand+box+barrier+tool	4	158	748	221	0
1	20	20.child	child	male	4	A	NC	2	R	face	4	0	750	305	0
1	20	20.child	child	male	4	A	NC	2	R	hands	4	207	750	305	0
1	20	20.child	child	male	4	A	NC	2	R	marble	4	24	750	305	0
1	20	20.child	child	male	4	A	NC	2	R	box	4	194	750	305	0
1	20	20.child	child	male	4	A	NC	2	R	tool	4	105	750	305	0
1	20	20.child	child	male	4	A	NC	2	R	box+barrier	4	194	750	305	0
1	20	20.child	child	male	4	A	NC	2	R	hands+tool	4	207	750	305	0
1	20	20.child	child	male	4	A	NC	2	R	hand+barrier+tool	4	207	750	305	0
1	20	20.child	child	male	4	A	NC	2	R	hand+box+barrier+tool	4	257	750	305	0
1	20	20.child	child	male	4	A	NC	2	SM	face	4	7	480	98	0
1	20	20.child	child	male	4	A	NC	2	SM	hands	4	54	480	98	0
1	20	20.child	child	male	4	A	NC	2	SM	marble	4	27	480	98	0
1	20	20.child	child	male	4	A	NC	2	SM	box	4	7	480	98	0
1	20	20.child	child	male	4	A	NC	2	SM	tool	4	27	480	98	0
1	20	20.child	child	male	4	A	NC	2	SM	box+barrier	4	7	480	98	0
1	20	20.child	child	male	4	A	NC	2	SM	hands+tool	4	54	480	98	0
1	20	20.child	child	male	4	A	NC	2	SM	hand+barrier+tool	4	54	480	98	0
1	20	20.child	child	male	4	A	NC	2	SM	hand+box+barrier+tool	4	61	480	98	0
1	20	20.child	child	male	4	A	NC	3	NC	face	4	104	750	198	0
1	20	20.child	child	male	4	A	NC	3	NC	hands	4	27	750	198	0
1	20	20.child	child	male	4	A	NC	3	NC	marble	4	0	750	198	0
1	20	20.child	child	male	4	A	NC	3	NC	box	4	32	750	198	0
1	20	20.child	child	male	4	A	NC	3	NC	tool	4	8	750	198	0
1	20	20.child	child	male	4	A	NC	3	NC	box+barrier	4	32	750	198	0
1	20	20.child	child	male	4	A	NC	3	NC	hands+tool	4	27	750	198	0
1	20	20.child	child	male	4	A	NC	3	NC	hand+barrier+tool	4	27	750	198	0
1	20	20.child	child	male	4	A	NC	3	NC	hand+box+barrier+tool	4	59	750	198	0
1	20	20.child	child	male	4	A	NC	3	R	face	4	26	747	204	0
1	20	20.child	child	male	4	A	NC	3	R	hands	4	129	747	204	0
1	20	20.child	child	male	4	A	NC	3	R	marble	4	0	747	204	0
1	20	20.child	child	male	4	A	NC	3	R	box	4	64	747	204	0
1	20	20.child	child	male	4	A	NC	3	R	tool	4	127	747	204	0
1	20	20.child	child	male	4	A	NC	3	R	box+barrier	4	64	747	204	0
1	20	20.child	child	male	4	A	NC	3	R	hands+tool	4	144	747	204	0
1	20	20.child	child	male	4	A	NC	3	R	hand+barrier+tool	4	144	747	204	0
1	20	20.child	child	male	4	A	NC	3	R	hand+box+barrier+tool	4	144	747	204	0
1	20	20.child	child	male	4	A	NC	3	SM	face	4	17	477	66	0
1	20	20.child	child	male	4	A	NC	3	SM	hands	4	27	477	66	0
1	20	20.child	child	male	4	A	NC	3	SM	marble	4	27	477	66	0
1	20	20.child	child	male	4	A	NC	3	SM	box	4	22	477	66	0
1	20	20.child	child	male	4	A	NC	3	SM	tool	4	0	477	66	0
1	20	20.child	child	male	4	A	NC	3	SM	box+barrier	4	22	477	66	0
1	20	20.child	child	male	4	A	NC	3	SM	hands+tool	4	27	477	66	0
1	20	20.child	child	male	4	A	NC	3	SM	hand+barrier+tool	4	27	477	66	0
1	20	20.child	child	male	4	A	NC	3	SM	hand+box+barrier+tool	4	49	477	66	0
1	20	20.parent	parent	female	1	A	NC	0	Intro	face	1	314	860	559	0
1	20	20.parent	parent	female	1	A	NC	0	Intro	hands	1	0	860	559	0
1	20	20.parent	parent	female	1	A	NC	0	Intro	marble	1	0	860	559	0
1	20	20.parent	parent	female	1	A	NC	0	Intro	box	1	184	860	559	0
1	20	20.parent	parent	female	1	A	NC	0	Intro	tool	1	25	860	559	0
1	20	20.parent	parent	female	1	A	NC	0	Intro	box+barrier	1	184	860	559	0
1	20	20.parent	parent	female	1	A	NC	0	Intro	hands+tool	1	25	860	559	0
1	20	20.parent	parent	female	1	A	NC	0	Intro	hand+barrier+tool	1	25	860	559	0
1	20	20.parent	parent	female	1	A	NC	0	Intro	hand+box+barrier+tool	1	203	860	559	0
1	20	20.parent	parent	female	1	A	NC	1	NC	face	1	175	745	540	0
1	20	20.parent	parent	female	1	A	NC	1	NC	hands	1	353	745	540	0
1	20	20.parent	parent	female	1	A	NC	1	NC	marble	1	0	745	540	0
1	20	20.parent	parent	female	1	A	NC	1	NC	box	1	0	745	540	0
1	20	20.parent	parent	female	1	A	NC	1	NC	tool	1	0	745	540	0
1	20	20.parent	parent	female	1	A	NC	1	NC	box+barrier	1	0	745	540	0
1	20	20.parent	parent	female	1	A	NC	1	NC	hands+tool	1	353	745	540	0
1	20	20.parent	parent	female	1	A	NC	1	NC	hand+barrier+tool	1	353	745	540	0
1	20	20.parent	parent	female	1	A	NC	1	NC	hand+box+barrier+tool	1	353	745	540	0
1	20	20.parent	parent	female	1	A	NC	1	R	face	1	65	741	380	0
1	20	20.parent	parent	female	1	A	NC	1	R	hands	1	66	741	380	0
1	20	20.parent	parent	female	1	A	NC	1	R	marble	1	19	741	380	0
1	20	20.parent	parent	female	1	A	NC	1	R	box	1	216	741	380	0
1	20	20.parent	parent	female	1	A	NC	1	R	tool	1	78	741	380	0
1	20	20.parent	parent	female	1	A	NC	1	R	box+barrier	1	238	741	380	0
1	20	20.parent	parent	female	1	A	NC	1	R	hands+tool	1	144	741	380	0
1	20	20.parent	parent	female	1	A	NC	1	R	hand+barrier+tool	1	196	741	380	0
1	20	20.parent	parent	female	1	A	NC	1	R	hand+box+barrier+tool	1	274	741	380	0
1	20	20.parent	parent	female	1	A	NC	1	SM	face	1	29	383	188	0
1	20	20.parent	parent	female	1	A	NC	1	SM	hands	1	45	383	188	0
1	20	20.parent	parent	female	1	A	NC	1	SM	marble	1	45	383	188	0
1	20	20.parent	parent	female	1	A	NC	1	SM	box	1	107	383	188	0
1	20	20.parent	parent	female	1	A	NC	1	SM	tool	1	0	383	188	0
1	20	20.parent	parent	female	1	A	NC	1	SM	box+barrier	1	107	383	188	0
1	20	20.parent	parent	female	1	A	NC	1	SM	hands+tool	1	45	383	188	0
1	20	20.parent	parent	female	1	A	NC	1	SM	hand+barrier+tool	1	45	383	188	0
1	20	20.parent	parent	female	1	A	NC	1	SM	hand+box+barrier+tool	1	152	383	188	0
1	20	20.parent	parent	female	1	A	NC	2	NC	face	1	58	750	359	0
1	20	20.parent	parent	female	1	A	NC	2	NC	hands	1	28	750	359	0
1	20	20.parent	parent	female	1	A	NC	2	NC	marble	1	51	750	359	0
1	20	20.parent	parent	female	1	A	NC	2	NC	box	1	272	750	359	0
1	20	20.parent	parent	female	1	A	NC	2	NC	tool	1	0	750	359	0
1	20	20.parent	parent	female	1	A	NC	2	NC	box+barrier	1	272	750	359	0
1	20	20.parent	parent	female	1	A	NC	2	NC	hands+tool	1	28	750	359	0
1	20	20.parent	parent	female	1	A	NC	2	NC	hand+barrier+tool	1	28	750	359	0
1	20	20.parent	parent	female	1	A	NC	2	NC	hand+box+barrier+tool	1	300	750	359	0
1	20	20.parent	parent	female	1	A	NC	2	R	face	1	41	742	434	0
1	20	20.parent	parent	female	1	A	NC	2	R	hands	1	96	742	434	0
1	20	20.parent	parent	female	1	A	NC	2	R	marble	1	41	742	434	0
1	20	20.parent	parent	female	1	A	NC	2	R	box	1	323	742	434	0
1	20	20.parent	parent	female	1	A	NC	2	R	tool	1	63	742	434	0
1	20	20.parent	parent	female	1	A	NC	2	R	box+barrier	1	335	742	434	0
1	20	20.parent	parent	female	1	A	NC	2	R	hands+tool	1	159	742	434	0
1	20	20.parent	parent	female	1	A	NC	2	R	hand+barrier+tool	1	208	742	434	0
1	20	20.parent	parent	female	1	A	NC	2	R	hand+box+barrier+tool	1	372	742	434	0
1	20	20.parent	parent	female	1	A	NC	2	SM	face	1	0	381	231	0
1	20	20.parent	parent	female	1	A	NC	2	SM	hands	1	50	381	231	0
1	20	20.parent	parent	female	1	A	NC	2	SM	marble	1	50	381	231	0
1	20	20.parent	parent	female	1	A	NC	2	SM	box	1	170	381	231	0
1	20	20.parent	parent	female	1	A	NC	2	SM	tool	1	0	381	231	0
1	20	20.parent	parent	female	1	A	NC	2	SM	box+barrier	1	170	381	231	0
1	20	20.parent	parent	female	1	A	NC	2	SM	hands+tool	1	50	381	231	0
1	20	20.parent	parent	female	1	A	NC	2	SM	hand+barrier+tool	1	50	381	231	0
1	20	20.parent	parent	female	1	A	NC	2	SM	hand+box+barrier+tool	1	220	381	231	0
1	20	20.parent	parent	female	1	A	NC	3	NC	face	1	0	749	222	0
1	20	20.parent	parent	female	1	A	NC	3	NC	hands	1	54	749	222	0
1	20	20.parent	parent	female	1	A	NC	3	NC	marble	1	71	749	222	0
1	20	20.parent	parent	female	1	A	NC	3	NC	box	1	119	749	222	0
1	20	20.parent	parent	female	1	A	NC	3	NC	tool	1	94	749	222	0
1	20	20.parent	parent	female	1	A	NC	3	NC	box+barrier	1	119	749	222	0
1	20	20.parent	parent	female	1	A	NC	3	NC	hands+tool	1	103	749	222	0
1	20	20.parent	parent	female	1	A	NC	3	NC	hand+barrier+tool	1	103	749	222	0
1	20	20.parent	parent	female	1	A	NC	3	NC	hand+box+barrier+tool	1	222	749	222	0
1	20	20.parent	parent	female	1	A	NC	3	R	face	1	45	741	426	0
1	20	20.parent	parent	female	1	A	NC	3	R	hands	1	82	741	426	0
1	20	20.parent	parent	female	1	A	NC	3	R	marble	1	67	741	426	0
1	20	20.parent	parent	female	1	A	NC	3	R	box	1	326	741	426	0
1	20	20.parent	parent	female	1	A	NC	3	R	tool	1	80	741	426	0
1	20	20.parent	parent	female	1	A	NC	3	R	box+barrier	1	326	741	426	0
1	20	20.parent	parent	female	1	A	NC	3	R	hands+tool	1	162	741	426	0
1	20	20.parent	parent	female	1	A	NC	3	R	hand+barrier+tool	1	251	741	426	0
1	20	20.parent	parent	female	1	A	NC	3	R	hand+box+barrier+tool	1	369	741	426	0
1	20	20.parent	parent	female	1	A	NC	3	SM	face	1	0	382	208	0
1	20	20.parent	parent	female	1	A	NC	3	SM	hands	1	166	382	208	0
1	20	20.parent	parent	female	1	A	NC	3	SM	marble	1	148	382	208	0
1	20	20.parent	parent	female	1	A	NC	3	SM	box	1	27	382	208	0
1	20	20.parent	parent	female	1	A	NC	3	SM	tool	1	16	382	208	0
1	20	20.parent	parent	female	1	A	NC	3	SM	box+barrier	1	27	382	208	0
1	20	20.parent	parent	female	1	A	NC	3	SM	hands+tool	1	182	382	208	0
1	20	20.parent	parent	female	1	A	NC	3	SM	hand+barrier+tool	1	182	382	208	0
1	20	20.parent	parent	female	1	A	NC	3	SM	hand+box+barrier+tool	1	207	382	208	0
1	20	20.parent	parent	female	2	A	PI	0	Intro	face	2	35	848	423	1
1	20	20.parent	parent	female	2	A	PI	0	Intro	hands	2	0	848	423	1
1	20	20.parent	parent	female	2	A	PI	0	Intro	marble	2	0	848	423	1
1	20	20.parent	parent	female	2	A	PI	0	Intro	box	2	363	848	423	1
1	20	20.parent	parent	female	2	A	PI	0	Intro	tool	2	0	848	423	1
1	20	20.parent	parent	female	2	A	PI	0	Intro	box+barrier	2	363	848	423	1
1	20	20.parent	parent	female	2	A	PI	0	Intro	hands+tool	2	0	848	423	1
1	20	20.parent	parent	female	2	A	PI	0	Intro	hand+barrier+tool	2	0	848	423	1
1	20	20.parent	parent	female	2	A	PI	0	Intro	hand+box+barrier+tool	2	363	848	423	1
1	20	20.parent	parent	female	2	A	PI	1	PI	face	2	77	748	444	1
1	20	20.parent	parent	female	2	A	PI	1	PI	hands	2	205	748	444	1
1	20	20.parent	parent	female	2	A	PI	1	PI	marble	2	22	748	444	1
1	20	20.parent	parent	female	2	A	PI	1	PI	box	2	355	748	444	1
1	20	20.parent	parent	female	2	A	PI	1	PI	tool	2	0	748	444	1
1	20	20.parent	parent	female	2	A	PI	1	PI	box+barrier	2	355	748	444	1
1	20	20.parent	parent	female	2	A	PI	1	PI	hands+tool	2	205	748	444	1
1	20	20.parent	parent	female	2	A	PI	1	PI	hand+barrier+tool	2	205	748	444	1
1	20	20.parent	parent	female	2	A	PI	1	PI	hand+box+barrier+tool	2	355	748	444	1
1	20	20.parent	parent	female	2	A	PI	1	R	face	2	84	748	498	1
1	20	20.parent	parent	female	2	A	PI	1	R	hands	2	111	748	498	1
1	20	20.parent	parent	female	2	A	PI	1	R	marble	2	0	748	498	1
1	20	20.parent	parent	female	2	A	PI	1	R	box	2	414	748	498	1
1	20	20.parent	parent	female	2	A	PI	1	R	tool	2	0	748	498	1
1	20	20.parent	parent	female	2	A	PI	1	R	box+barrier	2	414	748	498	1
1	20	20.parent	parent	female	2	A	PI	1	R	hands+tool	2	111	748	498	1
1	20	20.parent	parent	female	2	A	PI	1	R	hand+barrier+tool	2	111	748	498	1
1	20	20.parent	parent	female	2	A	PI	1	R	hand+box+barrier+tool	2	414	748	498	1
1	20	20.parent	parent	female	2	A	PI	1	SM	face	2	62	388	270	1
1	20	20.parent	parent	female	2	A	PI	1	SM	hands	2	33	388	270	1
1	20	20.parent	parent	female	2	A	PI	1	SM	marble	2	33	388	270	1
1	20	20.parent	parent	female	2	A	PI	1	SM	box	2	169	388	270	1
1	20	20.parent	parent	female	2	A	PI	1	SM	tool	2	0	388	270	1
1	20	20.parent	parent	female	2	A	PI	1	SM	box+barrier	2	169	388	270	1
1	20	20.parent	parent	female	2	A	PI	1	SM	hands+tool	2	33	388	270	1
1	20	20.parent	parent	female	2	A	PI	1	SM	hand+barrier+tool	2	33	388	270	1
1	20	20.parent	parent	female	2	A	PI	1	SM	hand+box+barrier+tool	2	202	388	270	1
1	20	20.parent	parent	female	2	A	PI	2	PI	face	2	0	748	535	1
1	20	20.parent	parent	female	2	A	PI	2	PI	hands	2	128	748	535	1
1	20	20.parent	parent	female	2	A	PI	2	PI	marble	2	0	748	535	1
1	20	20.parent	parent	female	2	A	PI	2	PI	box	2	535	748	535	1
1	20	20.parent	parent	female	2	A	PI	2	PI	tool	2	0	748	535	1
1	20	20.parent	parent	female	2	A	PI	2	PI	box+barrier	2	535	748	535	1
1	20	20.parent	parent	female	2	A	PI	2	PI	hands+tool	2	128	748	535	1
1	20	20.parent	parent	female	2	A	PI	2	PI	hand+barrier+tool	2	128	748	535	1
1	20	20.parent	parent	female	2	A	PI	2	PI	hand+box+barrier+tool	2	535	748	535	1
1	20	20.parent	parent	female	2	A	PI	2	R	face	2	0	748	429	1
1	20	20.parent	parent	female	2	A	PI	2	R	hands	2	68	748	429	1
